id_employee,start_date,mark
24130,2026-01-01,11
24220,2026-01-01,21
24228,2026-01-01,9
24349,2026-01-01,16
24370,2026-01-01,11
24392,2026-01-01,11
24414,2026-01-01,13
24461,2026-01-01,14
24474,2026-01-01,10
24480,2026-01-01,11
24485,2026-01-01,12
24520,2026-01-01,11
24526,2026-01-01,10
24530,2026-01-01,11
24534,2026-01-01,13
24535,2026-01-01,11
24551,2026-01-01,11
24557,2026-01-01,12
24558,2026-01-01,11
24561,2026-01-01,19
24563,2026-01-01,11
24568,2026-01-01,10
24582,2026-01-01,11
24596,2026-01-01,9
24599,2026-01-01,19
24606,2026-01-01,9
24616,2026-01-01,13
24618,2026-01-01,11
24619,2026-01-01,11
24620,2026-01-01,11
24621,2026-01-01,10
24622,2026-01-01,11
24623,2026-01-01,17
24624,2026-01-01,9
24627,2026-01-01,18
24630,2026-01-01,10
24631,2026-01-01,9
24632,2026-01-01,11
24633,2026-01-01,11
24634,2026-01-01,10
24635,2026-01-01,18
24636,2026-01-01,11
24637,2026-01-01,19
24644,2026-01-01,10
24645,2026-01-01,11
24646,2026-01-01,10
24647,2026-01-01,10
24648,2026-01-01,9
24649,2026-01-01,8
24656,2026-01-01,10
24657,2026-01-01,11
24661,2026-01-01,14
24663,2026-01-01,9
24664,2026-01-01,13
24666,2026-01-01,13
24667,2026-01-01,20
24668,2026-01-01,11
24669,2026-01-01,17
24674,2026-01-01,17
24675,2026-01-01,10
24679,2026-01-01,11
24680,2026-01-01,9
24681,2026-01-01,9
24683,2026-01-01,9
24684,2026-01-01,9
24694,2026-01-01,9
24695,2026-01-01,18
24700,2026-01-01,17
24701,2026-01-01,16
24706,2026-01-01,15
24712,2026-01-01,14
24715,2026-01-01,4
24727,2026-01-01,11
24728,2026-01-01,9
24729,2026-01-01,11
24731,2026-01-01,13
24737,2026-01-01,11
24742,2026-01-01,11
24744,2026-01-01,14
24750,2026-01-01,10
24751,2026-01-01,10
24755,2026-01-01,9
24756,2026-01-01,11
24764,2026-01-01,9
24765,2026-01-01,9
24776,2026-01-01,10
24780,2026-01-01,10
24782,2026-01-01,9
24783,2026-01-01,11
24784,2026-01-01,9
24785,2026-01-01,10
24791,2026-01-01,11
24792,2026-01-01,10
24852,2026-01-01,11
24853,2026-01-01,11
24854,2026-01-01,10
24855,2026-01-01,11
24856,2026-01-01,11
24857,2026-01-01,10
24858,2026-01-01,11
24859,2026-01-01,9
24861,2026-01-01,13
24864,2026-01-01,11
24866,2026-01-01,9
24867,2026-01-01,9
24868,2026-01-01,12
24871,2026-01-01,11
24877,2026-01-01,10
24878,2026-01-01,11
24882,2026-01-01,10
24883,2026-01-01,10
24886,2026-01-01,10
24898,2026-01-01,11
9020001,2026-01-01,15
9020004,2026-01-01,11
9020014,2026-01-01,11
9020024,2026-01-01,12
9020090,2026-01-01,10
9020105,2026-01-01,11
9020109,2026-01-01,11
9020114,2026-01-01,11
9020115,2026-01-01,11
9020118,2026-01-01,11
9020171,2026-01-01,12
9020177,2026-01-01,11
9020180,2026-01-01,11
9020182,2026-01-01,11
9020186,2026-01-01,11
9020187,2026-01-01,11
